Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",Name Metabolite ,Group 
A058_RP,Argininosuccinic acid,290.1227,4.15,0.2,0.8,0.2,1.3,-0.6,-1.9,0.8,-0.6,-1.3,1.000,1.000,1.000,0.008,0.700,0.000,0.117,0.979,0.010,9.1E+06,1.3E+07,8.6E+06,1.1E+07,1.1E+07,1.1E+07,1.0E+07,9.7E+06,5.3E+06,8.4E+06,3.8E+06,4.2E+06,3.6E+06,6.4E+06,3.8E+06,6.5E+06,8.9E+06,7.7E+06,1.4E+07,1.5E+07,1.7E+07,2.0E+07,1.5E+07,1.8E+07,1.1E+05,1.1E+05,9.8E+04,9.6E+04,9.3E+04,9.8E+04,9.5E+04,35.9,25.8,26.8,18.5,12.3,10.6,Argininosuccinic acid,AA metabolism / Urea cycle 
A020_RP,L-Ornithine,132.0900,3.38,0.4,0.7,0.3,-2.3,-1.6,0.7,-2.6,-1.5,1.1,1.000,1.000,1.000,0.000,0.000,0.118,0.000,0.000,0.004,3.0E+06,4.0E+06,2.5E+06,2.5E+06,3.3E+06,3.7E+06,2.6E+06,3.6E+06,2.0E+07,3.3E+07,1.2E+07,2.1E+07,1.5E+07,2.4E+07,1.1E+07,1.9E+07,5.9E+06,6.8E+06,8.7E+06,8.2E+06,8.3E+06,1.3E+07,1.1E+07,1.3E+07,1.1E+05,6.4E+05,7.3E+05,5.5E+05,1.0E+05,9.6E+04,1.4E+05,31.7,25.4,25.3,26.5,18.5,11.6,L-Ornithine,AA Metabolism / Urea cycle / Ornithine
B089_RP,N-Acetylornithine,174.1006,4.71,1.0,0.8,-0.1,3.4,-1.2,-4.6,3.5,-0.1,-3.6,0.802,1.000,1.000,0.000,0.014,0.000,0.000,1.000,0.000,1.7E+07,5.9E+07,2.3E+07,4.8E+07,2.8E+07,5.3E+07,2.8E+07,4.8E+07,1.5E+06,3.4E+06,4.6E+06,8.0E+06,2.4E+06,2.8E+06,2.6E+06,5.3E+06,7.2E+07,5.8E+07,6.1E+07,5.4E+07,4.5E+07,5.3E+07,5.6E+07,4.2E+07,2.4E+05,4.3E+05,8.1E+05,6.4E+05,1.8E+05,3.6E+05,2.2E+05,13.9,18.9,47.7,47.5,9.7,20.8,N-Acetylornithine,AA Metabolism / Urea cycle / Ornithine
C118_RP,3-Methylenenorleucine,143.0947,3.32,0.0,0.8,0.1,5.0,5.1,0.2,4.2,5.1,0.8,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.702,9.4E+06,1.2E+07,1.0E+07,8.9E+06,1.0E+07,9.9E+06,9.0E+06,1.0E+07,1.8E+05,5.7E+05,9.0E+05,4.9E+05,4.2E+05,5.5E+05,2.0E+05,5.1E+05,2.8E+05,2.9E+05,1.4E+06,3.0E+05,2.8E+05,3.2E+05,2.7E+05,2.9E+05,8.0E+05,8.1E+05,1.8E+05,6.9E+05,8.1E+05,8.2E+05,6.9E+05,4.4,99.6,6.8,78.4,10.9,4.9,3-Methylenenorleucine,AA metabolsim / Leucine 
C239_HILIC,2-Amino-5-phosphopentanoic acid,197.0454,16.42,-0.1,0.0,-0.7,1.1,0.2,-0.9,1.0,0.8,-0.2,1.000,1.000,1.000,0.003,1.000,0.020,0.016,0.102,1.000,4.2E+07,5.2E+07,4.9E+07,3.8E+07,4.8E+07,2.6E+07,4.0E+07,4.5E+07,2.8E+07,2.2E+07,2.2E+07,2.0E+07,1.5E+07,2.0E+07,2.0E+07,2.1E+07,4.6E+07,3.5E+07,4.1E+07,1.9E+07,3.5E+07,2.3E+07,3.2E+07,2.4E+07,1.9E+05,1.9E+05,2.5E+05,2.4E+05,2.0E+05,1.9E+05,1.9E+05,27.3,16.3,5.3,25.4,27.7,9.8,2-Amino-5-phosphopentanoic acid,Acid
C211_HILIC,2-Aminomuconic acid,157.0376,15.26,-0.2,0.1,-0.1,1.9,2.8,0.9,1.6,2.7,1.1,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,4.8E+08,5.4E+08,4.9E+08,3.7E+08,4.7E+08,4.5E+08,4.8E+08,4.0E+08,1.4E+08,1.4E+08,1.3E+08,1.2E+08,1.3E+08,1.4E+08,1.3E+08,1.3E+08,8.0E+07,8.1E+07,6.8E+07,6.9E+07,7.2E+07,5.4E+07,6.7E+07,6.1E+07,3.0E+05,3.5E+05,4.0E+05,5.3E+05,3.6E+05,3.5E+05,3.8E+05,18.0,8.3,6.6,3.3,17.1,1.9,2-Aminomuconic acid,Acid
A014_RP,2-Hydroxyethanesulfonic acid,125.9987,4.15,-0.3,0.1,-0.6,1.9,2.1,0.3,1.5,2.4,0.9,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.067,4.3E+07,5.1E+07,4.4E+07,3.6E+07,4.4E+07,3.5E+07,4.1E+07,3.4E+07,1.4E+07,1.2E+07,1.0E+07,9.8E+06,1.1E+07,1.4E+07,1.3E+07,1.5E+07,1.4E+07,1.2E+07,1.1E+07,6.9E+06,9.5E+06,6.6E+06,9.1E+06,6.2E+06,3.6E+05,6.9E+04,2.5E+05,2.4E+05,7.1E+04,5.9E+04,1.1E+05,35.8,22.0,17.9,16.7,20.3,3.2,2-Hydroxyethanesulfonic acid,Acid
B175_HILIC,4-Dodecylbenzenesulfonic acid,326.1916,1.98,0.9,0.3,-0.5,-0.2,-2.9,-2.7,0.4,-1.5,-1.9,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.010,0.001,4.9E+07,6.3E+07,3.0E+07,5.7E+07,2.3E+07,3.6E+07,2.5E+07,4.3E+07,3.2E+07,4.8E+07,3.6E+07,3.3E+07,2.6E+07,4.4E+07,3.1E+07,2.5E+07,2.3E+08,1.9E+08,1.1E+08,1.2E+08,2.3E+08,1.6E+08,1.7E+08,7.2E+07,2.7E+06,2.6E+06,2.5E+06,2.6E+06,2.4E+06,2.4E+06,2.2E+06,37.5,30.1,27.6,13.3,24.8,36.6,4-Dodecylbenzenesulfonic acid,Acid
B088_RP,Isophthalic acid,166.0267,17.29,1.1,0.5,-0.1,-0.1,-2.0,-1.9,0.6,-0.7,-1.3,0.622,1.000,1.000,1.000,0.000,0.000,0.542,0.184,0.004,5.1E+06,2.3E+07,6.7E+06,1.4E+07,6.1E+06,7.2E+06,7.2E+06,1.4E+07,6.9E+06,8.8E+06,7.9E+06,9.7E+06,6.4E+06,5.3E+06,5.0E+06,1.3E+07,2.8E+07,2.1E+07,2.4E+07,2.0E+07,2.2E+07,2.5E+07,2.5E+07,2.6E+07,4.9E+05,2.7E+04,2.6E+05,3.2E+05,2.8E+04,2.5E+05,4.1E+05,14.1,10.3,33.6,18.2,44.9,14.1,Isophthalic acid,Acid
B173_HILIC,N-Acetylneuraminic acid,309.1060,12.39,-0.2,0.4,-0.2,1.7,5.4,3.8,1.1,5.5,4.4,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,6.4E+08,8.7E+08,7.2E+08,5.8E+08,6.8E+08,5.7E+08,6.1E+08,6.1E+08,2.2E+08,3.1E+08,1.9E+08,2.5E+08,2.4E+08,3.3E+08,1.8E+08,2.4E+08,1.5E+07,1.4E+07,1.8E+07,1.2E+07,1.5E+07,1.6E+07,9.4E+06,9.7E+06,4.7E+05,5.0E+05,5.0E+05,4.9E+05,4.7E+05,4.8E+05,4.8E+05,22.6,24.3,14.8,11.6,22.0,6.9,N-Acetylneuraminic acid,Acid
C190_HILIC,Phosphoramidic acid,96.9930,27.27,0.0,0.0,-0.2,0.5,0.1,-0.4,0.5,0.3,-0.1,1.000,1.000,1.000,0.005,1.000,0.039,0.001,0.027,0.475,1.3E+08,1.6E+08,1.3E+08,1.3E+08,1.3E+08,1.2E+08,1.2E+08,1.3E+08,9.3E+07,9.5E+07,9.2E+07,7.6E+07,8.4E+07,9.1E+07,9.0E+07,9.3E+07,1.2E+08,1.2E+08,1.3E+08,9.0E+07,1.2E+08,1.1E+08,1.0E+08,9.7E+07,2.3E+05,3.0E+05,2.1E+05,2.1E+05,4.0E+05,1.7E+05,2.1E+05,13.8,8.9,9.8,4.8,13.6,2.0,Phosphoramidic acid,Acid
C227_HILIC,"3,3'-Thiobispropanoic acid",178.0299,3.01,-0.1,0.0,-0.3,-1.3,-2.7,-1.4,-1.5,-2.5,-1.0,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.001,4.4E+06,4.6E+06,4.4E+06,3.3E+06,4.0E+06,3.9E+06,4.1E+06,3.9E+06,1.3E+07,1.3E+07,1.0E+07,8.2E+06,7.8E+06,8.9E+06,1.1E+07,1.3E+07,3.0E+07,2.8E+07,3.0E+07,1.8E+07,2.5E+07,2.3E+07,2.2E+07,2.1E+07,1.8E+05,2.2E+05,5.6E+05,1.8E+05,3.9E+05,1.7E+05,2.4E+05,18.7,13.4,24.2,19.9,13.6,5.6,"3,3'-Thiobispropanoic acid",Acid
B080_RP,Nicotinamide,122.0481,7.14,0.1,0.2,0.1,2.1,2.7,0.6,2.0,2.7,0.7,1.000,1.000,1.000,0.812,0.366,1.000,1.000,1.000,1.000,1.5E+09,6.6E+06,1.6E+09,1.6E+09,1.7E+09,1.8E+09,1.5E+09,1.6E+09,3.7E+08,4.4E+08,3.3E+08,3.7E+08,3.5E+08,4.0E+08,3.7E+08,4.6E+08,2.4E+08,2.3E+08,2.4E+08,2.2E+08,2.1E+08,3.8E+08,2.8E+08,2.7E+08,9.6E+06,1.0E+07,2.8E+05,8.7E+06,7.7E+06,7.2E+06,2.7E+05,26.1,12.5,10.2,5.8,66.5,7.2,Nicotinamide,Bioenergetic processes 
A073_RP,β-Nicotinamide adenine diNucleoside (NAD+),663.1098,9.56,-0.6,0.0,-0.4,-0.2,-1.6,-1.4,-0.8,-1.7,-1.0,1.000,1.000,1.000,1.000,0.331,0.525,1.000,0.842,0.927,2.8E+06,1.9E+07,3.6E+06,1.6E+06,1.6E+06,8.2E+05,1.8E+06,1.5E+06,4.1E+06,2.8E+06,2.9E+06,2.3E+06,1.9E+06,2.5E+06,2.4E+06,3.0E+06,9.0E+06,7.2E+06,6.8E+06,4.9E+06,7.0E+06,3.0E+06,4.8E+06,5.4E+06,2.2E+05,2.0E+05,2.0E+05,1.9E+05,1.9E+05,1.9E+05,1.9E+05,33.2,24.8,11.4,33.3,153.5,38.0,β-Nicotinamide adenine diNucleoside (NAD+),Bioenergetic processes 
C240_HILIC,2-methylcitric acid,206.0427,20.18,-0.1,0.1,-0.3,2.8,3.5,0.7,2.7,3.8,1.1,1.000,1.000,1.000,0.000,0.000,0.001,0.000,0.000,0.000,5.6E+07,6.6E+07,6.7E+07,5.6E+07,6.4E+07,5.7E+07,5.3E+07,5.2E+07,9.2E+06,9.0E+06,8.4E+06,8.2E+06,7.9E+06,9.0E+06,8.3E+06,8.4E+06,6.1E+06,4.8E+06,4.7E+06,3.6E+06,5.6E+06,4.4E+06,3.9E+06,4.0E+06,5.7E+04,5.1E+04,4.2E+04,4.2E+04,6.0E+04,6.3E+04,4.1E+04,12.6,19.4,4.7,6.4,9.9,11.1,2-methylcitric acid,Bioenergetic processes / Citrate metabolism 
C242_HILIC,hydroxycitric acid,208.0219,17.05,0.3,-0.1,-0.1,-0.3,0.0,0.2,0.1,0.3,0.2,1.000,1.000,1.000,0.922,1.000,0.747,1.000,0.558,0.537,1.4E+08,1.3E+08,1.1E+08,1.6E+08,1.4E+08,1.5E+08,1.2E+08,1.6E+08,1.8E+08,1.4E+08,1.4E+08,1.3E+08,1.2E+08,1.5E+08,1.6E+08,1.8E+08,1.5E+08,1.1E+08,1.2E+08,1.2E+08,1.0E+08,1.4E+08,1.4E+08,1.3E+08,8.0E+04,7.2E+04,7.5E+04,5.3E+04,6.0E+04,9.3E+04,7.0E+04,9.6,16.2,15.1,15.5,8.5,12.2,hydroxycitric acid,Bioenergetic processes / Citrate metabolism 
A061_RP,Adenosine 5'-monophosphate (5'-AMP),347.0631,8.23,-0.1,0.1,0.1,0.9,2.1,1.2,0.7,1.9,1.3,1.000,1.000,1.000,0.165,0.000,0.003,0.120,0.000,0.006,3.3E+08,5.6E+08,3.7E+08,3.2E+08,3.3E+08,2.8E+08,2.9E+08,3.0E+08,2.8E+08,2.2E+08,1.7E+08,1.7E+08,1.4E+08,1.9E+08,1.9E+08,2.0E+08,5.5E+07,5.0E+07,7.8E+07,8.2E+07,8.8E+07,1.3E+08,7.9E+07,8.0E+07,4.4E+05,3.5E+05,3.1E+05,7.2E+05,2.6E+05,2.6E+05,9.5E+05,37.9,19.0,10.2,32.4,36.0,9.5,Adenosine 5'-monophosphate (5'-AMP),Bioenergetic processes / Pyrimidine metabolism 
A102_HILIC,Adenosine 5'-triphosphate (5'-ATP),506.9958,18.97,-0.8,-0.3,-0.2,-0.5,-3.4,-2.9,-1.0,-4.0,-3.0,1.000,1.000,1.000,0.583,0.000,0.000,0.072,0.000,0.000,5.6E+07,7.9E+07,1.3E+08,5.0E+07,1.1E+08,7.4E+07,1.0E+08,4.2E+07,1.2E+08,1.1E+08,1.8E+08,1.4E+08,1.6E+08,1.1E+08,1.4E+08,1.3E+08,1.3E+09,1.9E+09,1.2E+09,6.8E+08,9.5E+08,8.2E+08,1.1E+09,1.1E+09,7.5E+05,6.8E+05,1.2E+06,8.4E+05,3.8E+05,5.4E+05,7.2E+05,46.9,14.2,11.7,16.7,29.4,32.0,Adenosine 5'-triphosphate (5'-ATP),Bioenergetic processes / Pyrimidine metabolism 
B107_RP,Adenosine diphosphate (ADP),427.0298,4.74,-0.1,-0.2,-0.1,-0.8,-3.2,-2.4,-0.7,-3.2,-2.5,1.000,1.000,1.000,0.781,0.000,0.000,1.000,0.000,0.000,1.8E+07,3.5E+07,2.0E+07,1.4E+07,1.6E+07,1.7E+07,1.7E+07,1.5E+07,3.1E+07,3.1E+07,2.8E+07,2.3E+07,1.5E+07,1.5E+07,3.1E+07,2.9E+07,1.4E+08,1.5E+08,1.8E+08,1.1E+08,1.7E+08,1.6E+08,1.4E+08,1.5E+08,3.5E+05,6.7E+05,2.8E+05,5.7E+05,6.2E+05,4.9E+05,3.7E+05,14.1,13.5,29.0,28.5,49.7,9.5,Adenosine diphosphate (ADP),Bioenergetic processes / Pyrimidine metabolism 
B101_RP,L-Glutathione (reduced),307.0838,7.40,-0.1,0.0,-0.5,0.5,-0.2,-0.6,0.4,0.2,-0.2,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.794,1.000,4.5E+09,3.0E+06,4.0E+09,4.5E+09,4.3E+09,3.5E+09,4.2E+09,4.6E+09,3.4E+09,3.2E+09,3.1E+09,2.8E+09,2.8E+09,2.9E+09,3.2E+09,3.3E+09,5.2E+09,4.9E+09,5.6E+09,3.5E+09,4.5E+09,3.3E+09,4.4E+09,3.6E+09,4.6E+05,7.3E+05,4.3E+05,4.9E+05,6.1E+05,4.2E+05,5.3E+05,18.3,11.3,7.4,8.6,68.5,4.5,L-Glutathione (reduced),Bioenergetic processes / ROS
A072_RP,L-Glutathione oxidized,612.1523,9.96,-0.2,-0.2,0.1,1.6,1.3,-0.3,1.6,0.9,-0.6,1.000,1.000,1.000,0.016,0.021,1.000,0.005,0.047,0.951,1.4E+08,2.1E+08,1.4E+08,1.1E+08,1.3E+08,1.2E+08,9.8E+07,9.3E+07,5.4E+07,3.5E+07,4.4E+07,3.4E+07,4.1E+07,4.3E+07,4.4E+07,4.6E+07,6.7E+07,9.6E+07,2.8E+07,2.5E+07,6.2E+07,6.1E+07,4.9E+07,6.0E+07,3.2E+05,2.9E+05,2.3E+05,2.2E+05,1.9E+05,1.7E+05,1.6E+05,48.1,34.1,14.8,12.4,39.4,16.4,L-Glutathione oxidized,Bioenergetic processes / ROS
C303_HILIC,L-Cysteine-glutathione Disulfide,426.0882,18.57,0.2,1.2,-1.0,2.0,2.0,0.0,1.0,3.2,2.2,1.000,1.000,1.000,0.203,0.371,1.000,1.000,0.036,0.439,2.8E+07,1.1E+07,4.6E+07,4.4E+07,4.0E+07,2.1E+08,8.2E+07,5.2E+07,7.2E+06,2.6E+07,1.2E+07,2.2E+07,9.2E+06,1.5E+07,1.5E+07,3.9E+07,9.8E+06,4.2E+06,3.5E+07,2.7E+07,1.2E+07,5.4E+06,9.7E+06,5.0E+06,3.0E+05,2.5E+05,2.5E+05,2.3E+05,2.4E+05,2.1E+05,2.0E+05,106.9,75.9,39.7,30.4,112.4,48.0,L-Cysteine-glutathione Disulfide,Bioenergetic processes / ROS / Glutathione metabolism 
C286_HILIC,ophthalmic acid,289.1274,13.32,-0.1,0.1,0.0,-0.4,-2.9,-2.5,-0.6,-3.0,-2.4,1.000,1.000,1.000,0.733,0.000,0.000,1.000,0.000,0.000,1.7E+07,3.6E+07,2.2E+07,1.8E+07,2.0E+07,1.8E+07,2.4E+07,2.1E+07,7.1E+07,4.4E+07,2.6E+07,2.0E+07,3.0E+07,3.9E+07,2.1E+07,2.0E+07,1.5E+08,1.6E+08,2.0E+08,1.1E+08,1.3E+08,1.5E+08,1.5E+08,2.0E+08,4.3E+05,4.1E+05,4.5E+05,4.2E+05,4.5E+05,4.3E+05,5.9E+05,22.6,17.6,40.9,61.7,37.2,12.5,ophthalmic acid,Bioenergetic processes / ROS / Glutathione metabolism 
c172_RP,alpha-Ketoglutaric acid,146.0216,6.07,-0.1,-0.1,-0.3,-0.4,-1.9,-1.5,-0.4,-1.7,-1.3,1.000,1.000,1.000,0.476,0.000,0.000,0.700,0.000,0.000,3.4E+06,3.7E+06,3.5E+06,3.1E+06,3.0E+06,3.0E+06,3.1E+06,2.8E+06,4.5E+06,4.3E+06,4.4E+06,3.8E+06,3.9E+06,3.6E+06,4.4E+06,4.3E+06,1.6E+07,1.5E+07,1.2E+07,8.6E+06,1.3E+07,7.1E+06,1.1E+07,1.1E+07,1.8E+05,1.2E+05,1.6E+05,1.3E+05,1.3E+05,1.4E+05,1.1E+05,33.4,17.1,8.8,6.7,13.1,7.1,alpha-Ketoglutaric acid,Bioenergetic processes / TCA cycle 
B140_HILIC,cis-Aconitic acid,174.0164,18.05,0.2,0.1,-0.4,0.5,0.6,0.1,0.6,1.2,0.6,1.000,1.000,1.000,0.332,0.043,1.000,0.080,0.000,0.079,8.9E+07,1.3E+08,9.1E+07,9.9E+07,1.0E+08,1.2E+08,9.9E+07,9.6E+07,8.6E+07,8.7E+07,6.6E+07,6.7E+07,6.8E+07,7.2E+07,6.8E+07,7.7E+07,8.1E+07,7.2E+07,6.9E+07,4.1E+07,5.4E+07,4.9E+07,5.6E+07,4.8E+07,1.8E+05,3.4E+05,3.2E+05,3.8E+05,1.2E+05,2.4E+05,1.3E+05,25.6,19.2,11.6,13.2,15.7,7.3,cis-Aconitic acid,Bioenergetic processes / TCA cycle 
A042_RP,Citric acid,192.0271,9.71,0.5,0.0,-0.7,-0.2,0.1,0.3,0.3,1.3,1.1,1.000,1.000,1.000,1.000,1.000,1.000,0.996,0.001,0.024,1.6E+08,2.7E+08,1.6E+08,1.6E+08,1.7E+08,3.0E+08,1.6E+08,1.6E+08,1.8E+08,2.0E+08,1.5E+08,1.7E+08,2.0E+08,1.0E+08,1.8E+08,2.3E+08,1.9E+08,8.1E+07,1.6E+08,7.4E+07,1.3E+08,1.1E+08,1.4E+08,9.5E+07,1.6E+05,1.6E+05,1.7E+06,1.6E+06,1.6E+05,1.2E+06,1.1E+06,18.1,17.6,30.4,11.3,33.0,3.7,Citric acid,Bioenergetic processes / TCA cylce 
A008_RP,Fumaric acid,116.0110,10.34,0.3,-0.2,-0.3,1.6,0.1,-1.5,2.1,0.7,-1.4,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.076,0.000,9.9E+06,1.5E+07,1.1E+07,9.9E+06,1.1E+07,1.4E+07,1.4E+07,1.3E+07,3.9E+06,4.3E+06,2.6E+06,3.0E+06,3.4E+06,3.1E+06,4.0E+06,3.4E+06,1.0E+07,1.1E+07,1.4E+07,6.7E+06,1.0E+07,9.8E+06,9.7E+06,7.3E+06,6.4E+05,5.8E+05,1.1E+05,1.1E+05,6.4E+05,5.1E+05,7.9E+05,22.3,17.1,17.8,18.8,18.0,15.0,Fumaric acid,Bioenergetic processes / TCA cylce 
A022_RP,L-(-)-Malic acid,134.0216,5.84,0.1,0.2,-0.3,1.4,-0.6,-1.9,1.3,-0.1,-1.5,1.000,1.000,1.000,0.000,0.195,0.000,0.000,1.000,0.000,1.8E+08,3.1E+08,1.9E+08,2.2E+08,2.0E+08,2.0E+08,2.3E+08,2.1E+08,1.2E+08,1.1E+08,6.5E+07,7.4E+07,6.4E+07,8.7E+07,8.7E+07,8.3E+07,3.0E+08,2.8E+08,3.0E+08,2.1E+08,2.9E+08,2.4E+08,2.4E+08,2.3E+08,1.2E+06,1.2E+05,1.0E+06,1.1E+06,1.1E+05,1.0E+06,1.2E+05,12.0,10.1,16.5,29.9,22.1,9.5,L-(-)-Malic acid,Bioenergetic processes / TCA cylce 
A011_RP,Succinic acid,118.0267,10.44,-0.1,0.0,-0.3,1.0,1.2,0.1,0.9,1.4,0.5,1.000,1.000,1.000,0.017,0.002,1.000,0.083,0.001,0.429,1.3E+08,1.4E+08,1.2E+08,1.1E+08,1.1E+08,5.3E+07,8.9E+07,1.0E+08,7.4E+07,7.0E+07,5.6E+07,4.9E+07,5.9E+07,6.3E+07,5.2E+07,5.3E+07,4.6E+07,4.2E+07,5.5E+07,4.0E+07,5.4E+07,4.4E+07,5.1E+07,4.3E+07,1.9E+06,7.5E+05,1.1E+06,1.2E+06,1.6E+06,1.3E+06,1.2E+06,4.0,8.1,15.6,15.8,35.0,14.8,Succinic acid,Bioenergetic processes / TCA cylce 
A113_HILIC,Coenzyme A,767.1153,16.45,0.0,-0.1,-0.3,1.0,1.2,0.1,1.2,1.4,0.3,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.895,6.5E+07,1.0E+08,6.6E+07,6.3E+07,6.7E+07,4.8E+07,6.5E+07,6.6E+07,3.5E+07,3.3E+07,3.3E+07,2.8E+07,2.7E+07,3.0E+07,3.1E+07,2.9E+07,3.2E+07,3.0E+07,3.1E+07,2.2E+07,2.8E+07,2.5E+07,2.5E+07,2.4E+07,3.7E+05,5.7E+05,6.1E+05,5.8E+05,5.7E+05,4.3E+05,4.7E+05,14.2,10.6,6.8,10.6,34.0,1.3,Coenzyme A,Bionenergetic processes
A114_HILIC,Flavin adenine diNucleoside (FAD),785.1572,11.98,-0.1,0.0,-0.2,1.4,1.3,-0.1,1.3,1.5,0.1,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,4.5E+07,6.5E+07,4.8E+07,4.4E+07,4.8E+07,4.5E+07,4.5E+07,4.4E+07,2.1E+07,2.1E+07,1.6E+07,1.4E+07,1.5E+07,1.7E+07,1.9E+07,1.8E+07,2.0E+07,1.8E+07,2.1E+07,1.1E+07,1.7E+07,1.9E+07,1.4E+07,1.5E+07,3.5E+05,3.6E+05,3.5E+05,3.8E+05,3.6E+05,3.4E+05,3.4E+05,21.1,18.3,16.5,14.8,21.1,3.7,Flavin adenine diNucleoside (FAD),Bionenergetic processes
A111_HILIC,NADPH,745.0913,19.79,0.6,1.2,1.2,-0.8,-3.8,-3.0,-1.3,-4.3,-3.0,1.000,1.000,1.000,0.893,0.001,0.022,0.142,0.000,0.053,3.8E+05,4.8E+05,5.0E+05,6.9E+05,3.5E+05,7.9E+05,3.8E+05,3.8E+05,3.4E+06,1.0E+07,8.6E+05,1.1E+06,4.5E+05,1.3E+06,4.3E+05,1.7E+06,4.8E+06,7.0E+06,5.7E+06,8.4E+06,4.3E+06,1.6E+07,6.6E+06,1.5E+07,1.7E+05,1.6E+05,1.6E+05,1.6E+05,1.5E+05,1.5E+05,1.6E+05,38.8,18.7,122.8,110.2,31.5,16.7,NADPH,Bionenergetic processes
A110_HILIC,Nicotinamide adenine diNucleoside phosphate (NADP+),743.0754,19.06,-0.6,-0.4,-0.8,-0.9,-1.4,-0.5,-1.1,-1.2,-0.1,1.000,1.000,1.000,0.035,0.001,0.669,0.012,0.002,1.000,9.0E+06,1.3E+07,1.3E+07,8.2E+06,1.1E+07,7.0E+06,1.3E+07,6.1E+06,1.8E+07,1.5E+07,2.5E+07,1.9E+07,2.1E+07,1.4E+07,2.4E+07,2.3E+07,3.4E+07,3.2E+07,3.2E+07,1.7E+07,3.1E+07,1.5E+07,2.4E+07,1.8E+07,1.9E+05,1.9E+05,1.9E+05,1.9E+05,1.8E+05,1.6E+05,1.7E+05,38.3,13.6,23.0,14.4,35.1,15.9,Nicotinamide adenine diNucleoside phosphate (NADP+),Bionenergetic processes
A109_HILIC,ß-Nicotinamide adenine diNucleoside reduced (NADH),665.1250,14.88,-0.6,-0.5,-0.6,-1.5,-0.8,0.7,-1.6,-0.8,0.8,1.000,1.000,1.000,0.014,0.742,0.284,0.017,0.612,0.403,2.9E+07,2.5E+07,3.9E+07,1.5E+07,1.9E+07,1.2E+07,1.8E+07,1.7E+07,5.3E+07,3.9E+07,7.6E+07,8.1E+07,1.5E+08,5.7E+07,5.9E+07,3.6E+07,5.8E+07,3.9E+07,4.4E+07,2.0E+07,3.8E+07,2.4E+07,2.4E+07,3.0E+07,3.3E+05,3.4E+05,3.3E+05,3.2E+05,3.6E+05,3.4E+05,3.5E+05,29.2,33.9,38.6,52.2,32.6,37.4,ß-Nicotinamide adenine diNucleoside reduced (NADH),Bionenergetic processes
A032_RP,L-2-Aminoadipic acid,161.0689,4.68,0.0,0.5,0.3,2.8,-0.9,-3.7,2.3,-1.1,-3.5,1.000,1.000,1.000,0.001,0.916,0.000,0.063,0.070,0.000,1.5E+08,2.2E+08,1.4E+08,1.3E+08,1.2E+08,2.1E+07,1.7E+08,1.7E+08,2.7E+07,3.5E+07,2.2E+07,2.8E+07,1.7E+07,2.7E+07,1.9E+07,3.1E+07,1.6E+08,2.4E+08,2.8E+08,2.3E+08,2.7E+08,4.0E+08,2.6E+08,4.1E+08,1.3E+06,8.2E+05,3.4E+05,1.9E+05,2.5E+05,1.0E+06,1.2E+06,31.5,21.8,12.1,19.2,62.9,14.1,L-2-Aminoadipic acid,Butane metabolism 
